rho,t_sweep,t_scaled,A_COM_MSD_mean,A_COM_MSD_sem,B_COM_MSD_mean,B_COM_MSD_sem,Full_COM_MSD_mean,Full_COM_MSD_sem
1.000000000000000000e+00,3.612600000000000000e+04,3.612600000000000033e+00,6.097867965378616191e+02,2.247684629008403334e+01,6.094346681338907956e+02,2.226114931567799005e+01,5.929998639041386923e+02,2.231977541775463436e+01
1.000000000000000000e+00,3.676300000000000000e+04,3.676299999999999901e+00,6.210352839198960737e+02,2.307303973727789526e+01,6.203396963055979541e+02,2.284017065267385149e+01,6.041089346318897242e+02,2.290344981015126891e+01
1.000000000000000000e+00,3.741000000000000000e+04,3.741000000000000103e+00,6.325860716275784625e+02,2.368926760428619360e+01,6.316099123935699708e+02,2.344260058019871806e+01,6.155177065209971943e+02,2.351357980985898521e+01
1.000000000000000000e+00,3.806900000000000000e+04,3.806900000000000173e+00,6.442469371700839247e+02,2.433732151099363961e+01,6.431284868844800258e+02,2.407573012171208759e+01,6.271153239630998542e+02,2.415460885522872303e+01
1.000000000000000000e+00,3.874000000000000000e+04,3.874000000000000110e+00,6.560128550775076519e+02,2.500739211005420159e+01,6.545509869544303001e+02,2.475659757238427972e+01,6.387698321986157453e+02,2.482178250032058031e+01
1.000000000000000000e+00,3.942200000000000000e+04,3.942200000000000149e+00,6.679089283939333654e+02,2.568896487074357537e+01,6.660572017579537487e+02,2.542811092259850980e+01,6.505153720341621693e+02,2.549599817981002303e+01
1.000000000000000000e+00,4.011700000000000000e+04,4.011700000000000266e+00,6.797905376230977481e+02,2.637427508644241314e+01,6.779243701315230055e+02,2.611764147398254821e+01,6.623094826423745189e+02,2.617779967488532833e+01
1.000000000000000000e+00,4.082300000000000000e+04,4.082300000000000040e+00,6.917362717758594499e+02,2.706211965127193508e+01,6.898516459331955275e+02,2.680410201472071208e+01,6.742030133823672031e+02,2.686044237580839678e+01
1.000000000000000000e+00,4.154300000000000000e+04,4.154300000000000104e+00,7.039729978957531102e+02,2.777783976648312958e+01,7.021101397270954294e+02,2.752370279534341080e+01,6.864553005136558568e+02,2.757315697529467258e+01
1.000000000000000000e+00,4.227400000000000000e+04,4.227400000000000269e+00,7.160768734766878651e+02,2.851812633636821914e+01,7.147294971853127663e+02,2.827926416169662005e+01,6.988140086137894968e+02,2.831629020433687316e+01
1.000000000000000000e+00,4.301900000000000000e+04,4.301899999999999835e+00,7.284607020622013351e+02,2.929333440280196399e+01,7.275376972077763185e+02,2.906344620920872401e+01,7.114355806256046435e+02,2.909678852983106623e+01
1.000000000000000000e+00,4.377700000000000000e+04,4.377699999999999925e+00,7.412455260327456017e+02,3.006020229776782315e+01,7.406428737344981528e+02,2.982575985612864855e+01,7.243516612139686686e+02,2.986336820257806579e+01
1.000000000000000000e+00,4.454800000000000000e+04,4.454799999999999649e+00,7.542841899843199371e+02,3.082155753539361598e+01,7.536518537425582736e+02,3.058987550064584937e+01,7.374719703532271069e+02,3.062876427786502020e+01
1.000000000000000000e+00,4.533300000000000000e+04,4.533299999999999663e+00,7.675042395075246304e+02,3.160500801138996252e+01,7.672690678282933732e+02,3.136814065502900917e+01,7.508995499009604373e+02,3.141314284518974276e+01
1.000000000000000000e+00,4.613100000000000000e+04,4.613100000000000200e+00,7.811849512061199903e+02,3.238518826617018931e+01,7.811912952664589511e+02,3.212211017594658813e+01,7.646864527690391924e+02,3.218309966497885455e+01
1.000000000000000000e+00,4.694400000000000000e+04,4.694399999999999906e+00,7.952494954169545736e+02,3.317187499953432450e+01,7.952512494957569515e+02,3.289091344704067410e+01,7.787525249947707380e+02,3.295491352822429576e+01
1.000000000000000000e+00,4.777100000000000000e+04,4.777099999999999902e+00,8.095019883933264282e+02,3.394922465445800697e+01,8.094445714898743063e+02,3.367850827936568692e+01,7.930263177665432295e+02,3.374502401400819451e+01
1.000000000000000000e+00,4.861200000000000000e+04,4.861200000000000188e+00,8.241910452368852020e+02,3.474534746623820780e+01,8.235833455938144425e+02,3.450925504962425094e+01,8.074574302297993427e+02,3.455620412956115217e+01
1.000000000000000000e+00,4.946900000000000000e+04,4.946900000000000297e+00,8.389601458306096902e+02,3.560934627969312771e+01,8.380569673428035458e+02,3.538174538887833620e+01,8.220762516560441782e+02,3.542013394193900666e+01
1.000000000000000000e+00,5.034000000000000000e+04,5.033999999999999808e+00,8.540668934423531482e+02,3.650548666239330231e+01,8.529315050747090936e+02,3.623536838943298477e+01,8.370444686284458840e+02,3.630214930897247427e+01
1.000000000000000000e+00,5.122700000000000000e+04,5.122700000000000031e+00,8.694732755989779207e+02,3.742943790079354471e+01,8.681152741506730308e+02,3.710955704876772643e+01,8.523578127454011337e+02,3.720749546522727513e+01
1.000000000000000000e+00,5.212900000000000000e+04,5.212900000000000311e+00,8.849857041574051664e+02,3.836499037553333835e+01,8.833029148859626503e+02,3.800300244687603879e+01,8.677060423472446473e+02,3.812814710847005983e+01
1.000000000000000000e+00,5.304800000000000000e+04,5.304800000000000182e+00,9.007179191336888380e+02,3.935093380967049370e+01,8.990154103949872706e+02,3.898784478255352326e+01,8.833878740145611346e+02,3.911380955764595058e+01
1.000000000000000000e+00,5.398200000000000000e+04,5.398200000000000109e+00,9.167785076666629038e+02,4.034284762169578187e+01,9.147718599044461598e+02,4.001636505489779694e+01,8.992756125017814384e+02,4.012269701964140722e+01
1.000000000000000000e+00,5.493300000000000000e+04,5.493299999999999628e+00,9.331469733285463235e+02,4.137282970189307463e+01,9.303663414311522502e+02,4.103633758568953027e+01,9.152711882115446542e+02,4.115001437690753505e+01
1.000000000000000000e+00,5.590100000000000000e+04,5.590099999999999625e+00,9.494952763598131469e+02,4.243568813034325871e+01,9.459900980310377463e+02,4.205990019997030060e+01,9.313050874740647487e+02,4.219250934549157961e+01
1.000000000000000000e+00,5.688500000000000000e+04,5.688500000000000334e+00,9.654262967991616051e+02,4.357947445312497337e+01,9.621335407288513579e+02,4.311918685246367744e+01,9.473623237020420902e+02,4.329184127586351138e+01
1.000000000000000000e+00,5.788800000000000000e+04,5.788800000000000168e+00,9.816294812003441166e+02,4.475693549880662658e+01,9.784587560737409149e+02,4.422268170020875999e+01,9.636574686390741817e+02,4.442493226455780331e+01
1.000000000000000000e+00,5.890700000000000000e+04,5.890699999999999825e+00,9.980994399082796917e+02,4.597826068218307682e+01,9.953581128516483432e+02,4.537819032058390434e+01,9.802581247991362261e+02,4.561366663617512529e+01
1.000000000000000000e+00,5.994500000000000000e+04,5.994500000000000384e+00,1.014549263210231970e+03,4.723519499593648874e+01,1.012300343619119758e+03,4.660232179664494367e+01,9.968829472939868310e+02,4.685718265089737145e+01
1.000000000000000000e+00,6.100100000000000000e+04,6.100100000000000300e+00,1.031397941480226109e+03,4.849215389662364828e+01,1.029587773193032035e+03,4.789379068947875595e+01,1.014001242371327862e+03,4.814313060274686507e+01
1.000000000000000000e+00,6.207500000000000000e+04,6.207499999999999574e+00,1.048416628003969890e+03,4.977877028321675112e+01,1.046697431315521953e+03,4.921723812626562022e+01,1.031078242024945666e+03,4.943975174744453227e+01
1.000000000000000000e+00,6.316900000000000000e+04,6.316900000000000404e+00,1.065291046169234960e+03,5.109817091684752910e+01,1.064251134374264893e+03,5.056247651210663463e+01,1.048215480947888182e+03,5.077267093466903702e+01
1.000000000000000000e+00,6.428200000000000000e+04,6.428200000000000358e+00,1.082536885744108076e+03,5.241769875417230651e+01,1.081975804985939476e+03,5.191722694505064339e+01,1.065569975422923562e+03,5.211511681675465013e+01
1.000000000000000000e+00,6.541400000000000000e+04,6.541400000000000325e+00,1.099413714495921340e+03,5.378265562902597452e+01,1.099663514569531117e+03,5.332892446471947778e+01,1.082960355071133336e+03,5.349728282222834252e+01
1.000000000000000000e+00,6.656600000000000000e+04,6.656600000000000072e+00,1.116126184404480000e+03,5.518291081134617571e+01,1.117147623635134778e+03,5.486962507462027361e+01,1.100152548841392445e+03,5.495760547819821795e+01
1.000000000000000000e+00,6.773900000000000000e+04,6.773900000000000254e+00,1.133468934870859130e+03,5.668460163005225638e+01,1.134949667287699640e+03,5.647442735886414766e+01,1.117590402279746968e+03,5.651116677256636933e+01
1.000000000000000000e+00,6.893200000000000000e+04,6.893200000000000216e+00,1.151661636395794403e+03,5.824627514519876570e+01,1.153075407920869566e+03,5.808823040740770693e+01,1.135776028418096303e+03,5.810472478039516631e+01
1.000000000000000000e+00,7.014600000000000000e+04,7.014599999999999724e+00,1.169582581358840798e+03,5.978363018166421483e+01,1.171450040168943815e+03,5.975574289349793844e+01,1.154111231945131067e+03,5.972438972809356983e+01
1.000000000000000000e+00,7.138200000000000000e+04,7.138200000000000323e+00,1.188432854035791934e+03,6.142734768550404567e+01,1.190054461192608869e+03,6.150601989914294876e+01,1.172896987319971458e+03,6.142544942616994064e+01
1.000000000000000000e+00,7.264000000000000000e+04,7.264000000000000234e+00,1.207788358706085319e+03,6.321624982361843337e+01,1.208956000303608107e+03,6.335967246128075203e+01,1.191968012982736354e+03,6.323431928972915728e+01
1.000000000000000000e+00,7.391900000000000000e+04,7.391899999999999693e+00,1.227041647763522406e+03,6.512149422846164271e+01,1.228935911903331316e+03,6.531940036900122948e+01,1.211480719545961165e+03,6.516708427387585800e+01
1.000000000000000000e+00,7.522100000000000000e+04,7.522100000000000009e+00,1.245877234309555206e+03,6.712189677680892430e+01,1.249617864057321185e+03,6.738310057008968101e+01,1.231168530280912137e+03,6.720624669579673593e+01
1.000000000000000000e+00,7.654600000000000000e+04,7.654600000000000293e+00,1.265628004032165791e+03,6.920332373437091178e+01,1.270087804200088158e+03,6.951342751900244821e+01,1.251230547590133710e+03,6.930361834610948790e+01
1.000000000000000000e+00,7.789500000000000000e+04,7.789500000000000313e+00,1.286816255467589144e+03,7.133290870828875541e+01,1.290992366246121719e+03,7.169767457271923661e+01,1.272355462341531847e+03,7.145832962976996328e+01
1.000000000000000000e+00,7.926700000000000000e+04,7.926700000000000301e+00,1.309188407358737095e+03,7.353963494383171451e+01,1.312618911540148019e+03,7.386151472933597972e+01,1.294277231283610035e+03,7.363249980897693092e+01
1.000000000000000000e+00,8.066300000000000000e+04,8.066300000000000026e+00,1.331662152812568593e+03,7.579626916399209335e+01,1.335079247962260297e+03,7.607886282037489423e+01,1.316877503902608396e+03,7.585997594041080561e+01
1.000000000000000000e+00,8.208400000000000000e+04,8.208399999999999253e+00,1.354627330395200943e+03,7.812710082608361972e+01,1.358092109113091738e+03,7.828899526818779009e+01,1.339883693417048789e+03,7.814384598429589346e+01
1.000000000000000000e+00,8.353000000000000000e+04,8.352999999999999758e+00,1.376949806642252952e+03,8.054525130043461445e+01,1.382130015508134647e+03,8.061764503132171455e+01,1.363009077807194899e+03,8.051868177531341075e+01
1.000000000000000000e+00,8.500200000000000000e+04,8.500199999999999534e+00,1.400375798678073579e+03,8.295138310786748548e+01,1.405773939176625845e+03,8.297340106542792171e+01,1.386539759709491364e+03,8.291072703141234967e+01
1.000000000000000000e+00,8.649900000000000000e+04,8.649900000000000588e+00,1.425213272867588103e+03,8.547745187587689486e+01,1.430865751891206855e+03,8.550448179792320502e+01,1.411462647707265660e+03,8.542175287393223471e+01
1.000000000000000000e+00,8.802300000000000000e+04,8.802300000000000679e+00,1.451960340109264735e+03,8.829867461031423659e+01,1.456681795012685370e+03,8.813460128747185252e+01,1.437738721342549070e+03,8.813070519065887254e+01
1.000000000000000000e+00,8.957300000000000000e+04,8.957300000000000040e+00,1.478985116071319680e+03,9.105556751360121837e+01,1.483545206390444037e+03,9.091819651568656013e+01,1.464706323056975862e+03,9.089495617692580254e+01
1.000000000000000000e+00,9.115100000000000000e+04,9.115099999999999980e+00,1.507023031110819147e+03,9.389178345165646533e+01,1.513408906669446196e+03,9.386816074534475263e+01,1.493836524354526091e+03,9.380852634022413383e+01
1.000000000000000000e+00,9.275700000000000000e+04,9.275700000000000500e+00,1.538235546213956923e+03,9.689341149587042423e+01,1.544582146700047588e+03,9.700997852055176907e+01,1.524922178096702282e+03,9.689668029151691542e+01
1.000000000000000000e+00,9.439100000000000000e+04,9.439099999999999824e+00,1.569431742483896642e+03,9.986449449202845585e+01,1.576063429569948539e+03,1.001136485313431592e+02,1.556329180862916701e+03,9.993715004553104109e+01
1.000000000000000000e+00,9.605300000000000000e+04,9.605299999999999727e+00,1.602257203244755601e+03,1.028983755720734763e+02,1.607696625955765739e+03,1.032122624461709393e+02,1.588504201834337437e+03,1.030088060194683806e+02
1.000000000000000000e+00,9.774600000000000000e+04,9.774599999999999511e+00,1.634263418604953131e+03,1.058386409107845338e+02,1.639330417232255513e+03,1.063853339168865944e+02,1.620155179380379877e+03,1.060742997573262016e+02
1.000000000000000000e+00,9.946700000000000000e+04,9.946699999999999875e+00,1.666266357576160999e+03,1.088645547466994685e+02,1.671145743720254586e+03,1.095471003456916179e+02,1.652178616540858911e+03,1.091767867830632497e+02
1.000000000000000000e+00,1.012200000000000000e+05,1.012199999999999989e+01,1.698978592707127746e+03,1.120134709519528826e+02,1.703866889270849015e+03,1.127183883421517550e+02,1.684941346730727901e+03,1.123089792193675578e+02
1.000000000000000000e+00,1.030030000000000000e+05,1.030030000000000001e+01,1.733214633066862689e+03,1.151191159376303403e+02,1.737404097543646458e+03,1.158535872157649464e+02,1.718966776597599392e+03,1.154227813977114181e+02
1.000000000000000000e+00,1.048170000000000000e+05,1.048170000000000002e+01,1.768364041183147947e+03,1.183383244151680884e+02,1.771665929551057388e+03,1.190609709073135889e+02,1.753570636164000234e+03,1.186450880134114811e+02
1.000000000000000000e+00,1.066630000000000000e+05,1.066629999999999967e+01,1.803714119282296451e+03,1.215548327121637868e+02,1.804960587455063660e+03,1.223790315714686585e+02,1.787899589984468776e+03,1.218888505272400380e+02
1.000000000000000000e+00,1.085420000000000000e+05,1.085420000000000051e+01,1.839677042486792971e+03,1.249008251227767516e+02,1.840066234977908607e+03,1.257103416668940525e+02,1.823241397617148777e+03,1.252261760487917854e+02
1.000000000000000000e+00,1.104540000000000000e+05,1.104540000000000077e+01,1.875674957740718582e+03,1.282487639757621025e+02,1.876260097676096166e+03,1.291573654560603472e+02,1.859478171891029433e+03,1.286270005862728851e+02
1.000000000000000000e+00,1.124000000000000000e+05,1.124000000000000021e+01,1.911103053515286774e+03,1.315757573174516324e+02,1.913986686394280014e+03,1.326970756028821938e+02,1.895955986501104007e+03,1.320668656204890397e+02
1.000000000000000000e+00,1.143800000000000000e+05,1.143800000000000061e+01,1.947333477070213348e+03,1.349682147693825698e+02,1.951733243542532136e+03,1.362898076134056282e+02,1.933007612786525669e+03,1.355659995159374773e+02
1.000000000000000000e+00,1.163950000000000000e+05,1.163949999999999996e+01,1.983891990837024878e+03,1.385658368260380371e+02,1.988805020596679014e+03,1.399047119384045743e+02,1.969939149023366326e+03,1.391685360542202829e+02
1.000000000000000000e+00,1.184450000000000000e+05,1.184450000000000003e+01,2.022122864462107827e+03,1.423756262801874755e+02,2.026490790570185709e+03,1.435564672265255410e+02,2.007855411656767274e+03,1.429031981170347194e+02
1.000000000000000000e+00,1.205320000000000000e+05,1.205320000000000036e+01,2.063204622280088643e+03,1.462821956208440497e+02,2.067004476741077724e+03,1.472716834928321248e+02,2.048773295974480334e+03,1.467224655389108818e+02
1.000000000000000000e+00,1.226550000000000000e+05,1.226549999999999940e+01,2.104821311961860829e+03,1.501914643147628681e+02,2.109387687951045336e+03,1.513697471398068899e+02,2.090742724278142305e+03,1.507161101080805850e+02
1.000000000000000000e+00,1.248160000000000000e+05,1.248160000000000025e+01,2.147702217624475452e+03,1.543862240278918421e+02,2.152422846213612047e+03,1.556804411292459349e+02,2.133614958388678133e+03,1.549794748065812087e+02
1.000000000000000000e+00,1.270140000000000000e+05,1.270139999999999958e+01,2.189939474543076813e+03,1.588966390235881079e+02,2.195848193183853709e+03,1.600351001903276824e+02,2.176276849049853809e+03,1.594049800048163377e+02
1.000000000000000000e+00,1.292520000000000000e+05,1.292520000000000024e+01,2.230847263874606597e+03,1.633685193283795911e+02,2.238761494875252538e+03,1.645684706607977432e+02,2.218127020841177455e+03,1.638822223852971831e+02
1.000000000000000000e+00,1.315290000000000000e+05,1.315290000000000070e+01,2.271820115307697051e+03,1.678526433599836878e+02,2.279965809131545939e+03,1.691596331100807049e+02,2.259207926558164672e+03,1.684179735419186272e+02
1.000000000000000000e+00,1.338460000000000000e+05,1.338460000000000072e+01,2.311710551785499774e+03,1.728102670109283565e+02,2.321420919103079541e+03,1.739842099647265172e+02,2.299923672560356863e+03,1.733290456632893495e+02
1.000000000000000000e+00,1.362030000000000000e+05,1.362030000000000030e+01,2.351119187730489557e+03,1.777621633842065592e+02,2.363815629507228550e+03,1.790241398176821974e+02,2.340837486573119349e+03,1.783447215680466797e+02
1.000000000000000000e+00,1.386030000000000000e+05,1.386030000000000051e+01,2.396728820271731365e+03,1.827250149803413422e+02,2.409692934306136522e+03,1.842154976935084392e+02,2.386433365830356252e+03,1.834068588483824840e+02
1.000000000000000000e+00,1.410440000000000000e+05,1.410440000000000005e+01,2.445182282655401195e+03,1.878259168191083859e+02,2.454701889568621482e+03,1.889134011782757625e+02,2.433266275581310765e+03,1.882866998395054452e+02
1.000000000000000000e+00,1.435290000000000000e+05,1.435289999999999999e+01,2.496688082601524002e+03,1.933428267979740554e+02,2.505175397867131778e+03,1.942510034634185558e+02,2.484090703366750404e+03,1.937014572869325661e+02
1.000000000000000000e+00,1.460570000000000000e+05,1.460570000000000057e+01,2.551174885403165717e+03,1.991094208574400852e+02,2.555736838530528075e+03,1.998888478306899401e+02,2.536456260212561574e+03,1.993804501236920146e+02
1.000000000000000000e+00,1.486300000000000000e+05,1.486299999999999955e+01,2.604452873788331090e+03,2.049597205812248717e+02,2.607373240315297153e+03,2.052592709770525232e+02,2.589402603975400325e+03,2.049834769061325517e+02
1.000000000000000000e+00,1.512480000000000000e+05,1.512480000000000047e+01,2.657615373800681482e+03,2.107955346851104537e+02,2.659230414783252854e+03,2.112226637671085996e+02,2.642023375735583159e+03,2.109044179902024609e+02
1.000000000000000000e+00,1.539130000000000000e+05,1.539129999999999932e+01,2.705218619428840611e+03,2.165196025111216045e+02,2.708001664009854267e+03,2.176619918664469537e+02,2.689896020271974976e+03,2.169731382570769256e+02
1.000000000000000000e+00,1.566240000000000000e+05,1.566239999999999988e+01,2.756609432062698033e+03,2.228222363014580765e+02,2.760243422696231846e+03,2.240037736372296990e+02,2.741816065482777049e+03,2.233320120028589884e+02
1.000000000000000000e+00,1.593830000000000000e+05,1.593829999999999991e+01,2.814337458220249573e+03,2.294556804011671431e+02,2.813644159141595992e+03,2.302589545787304814e+02,2.797730495675111342e+03,2.297727090076197385e+02
1.000000000000000000e+00,1.621900000000000000e+05,1.621900000000000119e+01,2.875967844999457157e+03,2.363959165916356540e+02,2.869777651213085846e+03,2.366451849873472497e+02,2.856202003323959161e+03,2.364408703602800017e+02
1.000000000000000000e+00,1.650470000000000000e+05,1.650469999999999970e+01,2.934952468092431445e+03,2.433310747586243394e+02,2.928324716913266457e+03,2.437043876640351243e+02,2.914849069757287452e+03,2.433993241245980812e+02
1.000000000000000000e+00,1.679550000000000000e+05,1.679550000000000054e+01,2.992714327773800960e+03,2.497330933855057538e+02,2.990434603069636978e+03,2.498444975258373688e+02,2.975141906362307054e+03,2.496595550915637034e+02
1.000000000000000000e+00,1.709140000000000000e+05,1.709140000000000015e+01,3.050170050389821881e+03,2.572050933301252940e+02,3.055042242543346219e+03,2.573475525867278861e+02,3.035854033753524618e+03,2.571131252952873183e+02
1.000000000000000000e+00,1.739240000000000000e+05,1.739239999999999853e+01,3.108958251359849783e+03,2.653395709091781214e+02,3.118591372972431600e+03,2.653928736683855618e+02,3.097308845515961821e+03,2.651761691043745941e+02
1.000000000000000000e+00,1.769880000000000000e+05,1.769879999999999853e+01,3.170707147056333270e+03,2.750225409262581024e+02,3.183457548744834639e+03,2.749277473967737819e+02,3.160393679365795833e+03,2.746953621404724117e+02
1.000000000000000000e+00,1.801060000000000000e+05,1.801060000000000016e+01,3.230845757671179399e+03,2.849037234145969251e+02,3.245964771661643226e+03,2.850950459126091232e+02,3.221702798358848213e+03,2.846436835915937422e+02
1.000000000000000000e+00,1.832780000000000000e+05,1.832779999999999987e+01,3.314001952763172540e+03,2.958438027065867573e+02,3.311878970867742737e+03,2.927744137415531895e+02,3.295921370737471079e+03,2.939080057869155098e+02
1.000000000000000000e+00,1.865070000000000000e+05,1.865070000000000050e+01,3.403547278478331464e+03,3.068594234783898855e+02,3.388011954078886902e+03,3.002617068234302451e+02,3.378783786183069424e+03,3.030556811578540533e+02
1.000000000000000000e+00,1.897920000000000000e+05,1.897919999999999874e+01,3.477249634321144640e+03,3.168800817359075381e+02,3.462717992999348098e+03,3.091001799814188189e+02,3.453778895599014504e+03,3.123455021366991673e+02
1.000000000000000000e+00,1.931360000000000000e+05,1.931360000000000099e+01,3.536343890807690514e+03,3.225642372862308207e+02,3.528996705834234035e+03,3.181684245272650742e+02,3.517337116837722533e+03,3.198223285682241794e+02
1.000000000000000000e+00,1.965380000000000000e+05,1.965380000000000038e+01,3.597405818845351405e+03,3.243106233416083910e+02,3.573751827368958402e+03,3.256983945769322872e+02,3.570090643076144261e+03,3.242916145467814886e+02
1.000000000000000000e+00,2.000000000000000000e+05,2.000000000000000000e+01,3.716968135348267424e+03,3.394571534788491931e+02,3.630532975121293930e+03,3.224582469644710727e+02,3.656166197442350040e+03,3.293018369903058442e+02
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000048e-04,4.389551271286010192e-02,1.056921199352035029e-05,2.212991115798949859e-02,5.374241191679047003e-06,1.658836998672484284e-02,3.940079492805833600e-06
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000096e-04,8.711742204989404714e-02,2.536303119555848002e-05,4.396696801866272625e-02,1.173423977190450983e-05,3.302981979883351515e-02,9.431773314261930144e-06
2.000000000000000000e+00,3.000000000000000000e+00,2.999999999999999737e-04,1.300578991637389714e-01,4.406924372340810146e-05,6.569993658806520809e-02,1.995025401010620952e-05,4.943400607635838051e-02,1.632305592760060686e-05
2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000192e-04,1.728193728032111076e-01,6.283315653611066566e-05,8.737599456135095033e-02,3.082729984394271970e-05,6.582493683350991442e-02,2.377479179804211691e-05
2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000104e-04,2.154202898781943099e-01,8.274160401030487919e-05,1.090110398223894106e-01,4.417162128131528801e-05,8.219958076262662283e-02,3.244534998596060099e-05
2.000000000000000000e+00,6.000000000000000000e+00,5.999999999999999474e-04,2.578647109194546760e-01,1.074817149383865784e-04,1.305953685447971413e-01,5.854809077890589964e-05,9.856107479003803351e-02,4.272661733836105813e-05
2.000000000000000000e+00,7.000000000000000000e+00,6.999999999999999929e-04,3.001814093870601718e-01,1.382762478570554658e-04,1.521417240848677299e-01,7.446820978263559126e-05,1.149126958382116065e-01,5.428599396514853655e-05
2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000383e-04,3.423772925199659589e-01,1.712789135110776234e-04,1.736615822763970807e-01,9.139337608992531298e-05,1.312575971496739990e-01,6.616714713276954205e-05
2.000000000000000000e+00,9.000000000000000000e+00,8.999999999999999754e-04,3.844445886619186625e-01,2.070186649792668846e-04,1.951534782254631673e-01,1.097665081703455309e-04,1.475895007239651502e-01,7.923509749219466544e-05
2.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000021e-03,4.264177906594817102e-01,2.427498543664004650e-04,2.166169955900426325e-01,1.294710104898983186e-04,1.639162197010322064e-01,9.258116116746861247e-05
2.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000066e-03,4.683037248954123322e-01,2.785108233896967989e-04,2.380540563782796715e-01,1.512833693396473751e-04,1.802359250157026804e-01,1.066221035943519383e-04
2.000000000000000000e+00,1.200000000000000000e+01,1.199999999999999895e-03,5.101268695335188230e-01,3.142578938838370365e-04,2.594723031818750858e-01,1.746027466083647519e-04,1.965600924384611481e-01,1.210013563365205144e-04
2.000000000000000000e+00,1.300000000000000000e+01,1.299999999999999940e-03,5.518681009624004652e-01,3.512625942875902477e-04,2.808681839334585262e-01,1.988918118534842641e-04,2.128830907279822826e-01,1.364280138603091836e-04
2.000000000000000000e+00,1.400000000000000000e+01,1.399999999999999986e-03,5.935294011968138550e-01,3.904266649932748882e-04,3.022509618646605500e-01,2.241972791058067529e-04,2.292066509362781501e-01,1.522571380057678270e-04
2.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000031e-03,6.350924899818366498e-01,4.324873339338837540e-04,3.236092047553864037e-01,2.503075630247809458e-04,2.455177079631139792e-01,1.694469015243143650e-04
2.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000077e-03,6.765830978274145480e-01,4.755449776207151748e-04,3.449586143933329185e-01,2.757020413248297995e-04,2.618315609831016189e-01,1.866070492234663512e-04
2.000000000000000000e+00,1.700000000000000000e+01,1.699999999999999905e-03,7.179987183486247204e-01,5.203678244093204192e-04,3.662764341734498497e-01,3.018034840229214173e-04,2.781376319729296220e-01,2.043006662479890487e-04
2.000000000000000000e+00,1.800000000000000000e+01,1.799999999999999951e-03,7.593511010890149349e-01,5.663788918898064522e-04,3.875724369039781902e-01,3.281797444033768339e-04,2.944423413365013786e-01,2.220013840221173734e-04
2.000000000000000000e+00,1.900000000000000000e+01,1.899999999999999996e-03,8.006358430351998567e-01,6.126869205094591115e-04,4.088546508522927780e-01,3.537928131551436599e-04,3.107431891892730169e-01,2.399083759966320168e-04
2.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000042e-03,8.418595396304318079e-01,6.597937497442747917e-04,4.301256732022294416e-01,3.806714603249593720e-04,3.270434789594501845e-01,2.583592736704341851e-04
2.000000000000000000e+00,2.100000000000000000e+01,2.099999999999999870e-03,8.830129264768974418e-01,7.094423860261725228e-04,4.513983750254144667e-01,4.082278821735500773e-04,3.433441137780616215e-01,2.776852167353518423e-04
2.000000000000000000e+00,2.200000000000000000e+01,2.200000000000000133e-03,9.240933367274652976e-01,7.627880762833935853e-04,4.726588069483960708e-01,4.369680174331043660e-04,3.596345892960606805e-01,2.978486943430444034e-04
2.000000000000000000e+00,2.300000000000000000e+01,2.299999999999999961e-03,9.651000629302926015e-01,8.179527704523135382e-04,4.939050518072093388e-01,4.662319356938363253e-04,3.759186005596877322e-01,3.191196771075509417e-04
2.000000000000000000e+00,2.400000000000000000e+01,2.399999999999999790e-03,1.006022398591234213e+00,8.748212976553159954e-04,5.151334281307186069e-01,4.968132121266916751e-04,3.921943706742369584e-01,3.400068338516555404e-04
2.000000000000000000e+00,2.500000000000000000e+01,2.500000000000000052e-03,1.046888435674857565e+00,9.340985753226758526e-04,5.363379136181766205e-01,5.273635667129778545e-04,4.084651703709969439e-01,3.615623282596588809e-04
2.000000000000000000e+00,2.600000000000000000e+01,2.599999999999999881e-03,1.087693509656236568e+00,9.933221432285991616e-04,5.575359971620752475e-01,5.583945870494352480e-04,4.247374420929050931e-01,3.830579525644058959e-04
2.000000000000000000e+00,2.700000000000000000e+01,2.700000000000000143e-03,1.128431365086479232e+00,1.052056935237981241e-03,5.787318126678429042e-01,5.896727430717325783e-04,4.410084882621345681e-01,4.046002419997575495e-04
2.000000000000000000e+00,2.800000000000000000e+01,2.799999999999999972e-03,1.169105168378868242e+00,1.112939946506255173e-03,5.999055206731013223e-01,6.209550172126048970e-04,4.572779205598182517e-01,4.275253794560170606e-04
2.000000000000000000e+00,2.900000000000000000e+01,2.899999999999999800e-03,1.209722963356059333e+00,1.172435994753825853e-03,6.210514296296524295e-01,6.531533363155532729e-04,4.735416637093535219e-01,4.504652345539297094e-04
